identifier,final_title,part_number,date,publisher,pubplace,County1,City1,CitySection1,County2,City2,CitySection2,County3,City3,CitySection3,County4,City4,CitySection4,County5,City5,CitySection5,County6,City6,CitySection6,County7,City7,CitySection7,County8,City8,CitySection8,County9,City9,CitySection9,County10,City10,CitySection10,County11,City11,CitySection11,County12,City12,CitySection12,County13,City13,CitySection13,County14,City14,CitySection14,County15,City15,CitySection15,County16,City16,CitySection16,County17,City17,CitySection17,County18,City18,CitySection18,County19,City19,CitySection19,County20,City20,CitySection20,streets,features
16v06p25,"Baldwin, Carrick, Brentwood",Plate 25,1916,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Baldwin (Township),,Allegheny County (Pa.),Pittsburgh,Carrick,Allegheny County (Pa.),Baldwin,,Allegheny,Brentwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hemlock way, Martha way, Gem way, Rural ave, Orchard ave, Boundary way, Cedar ave, Fox way, Chestnut st, Dover way, Gibbs way, Almora st, Wendelin way, Walnut st, Water way, Waterman ave, Hedge way, Mercer ave, Lamont st, Makary way, Novel way, Custer ave, Clover way, Athena ave, Clifton blvd, Lauch way, Port way, Robert way, John st, Flower ave, Milton way, Gertrude ave, Carrick ave, Spring way, Athena way, Diehl ave, Mercer way, Lutz ave, Nuzum ave, Rear way, Triangle way, Eiler ave, Campo way, Ravine st, Rossell ave, Contour ave, Glendale ave, Hazelhurst ave, Mellott rd, Church ave, Glass Run rd, Six Mile Ferry rd, Pinehurst ave, Beverly ave, Pentland ave, Grayson ave, Lillian ave, Brentwood ave, Melvina ave, Clermont ave, Brownsville (Southern) (ave) rd, Willett rd, Vernon ave, Hazelhurst ave, Korb way, Circle way, Port way, Avon way, Chettle way, Waidler ave, Anton al, Mary st, Bickar st, Peach al, Joseph st, Ruth ave, Six Mile Ferry rd, Korb way, Waterman ave, Wenger ave, Gem way, Vernon ave, Anton way, Ann st, Bour st, Harmening ave, Marge way, Roland ave, Carrie way, Ruth st, Beatrice way, Glass Run rd, Wildwood ave, Steiner st, Soulier st, Ulmer ave, Nice way, Baldwin st, Edgar st, Werner way, Willis ave, Marion ave, Westmont ave, Azur way, Valera ave, Almont st, Evnor ave, Overbrook blvd, Maine st, Spokane ave, Dento way, Olivet way, Sinton way, Santron ave, Cleta way, Custer ave, Hazel ave, Pitt st, Park way, Brownsville (Southern) (ave) rd, Kirk ave, Boyd st, Arnon st, Amzi way, Dickman way, Toga st, Mary way, Werner, Vollmer way, Peach ave, Parker ave, Becks Run rd, Bertha st, Hemlock ave, Ravilla ave, Abbot way, Bennett st, Spencer ave, Church ave, Duff ave, Stewart ave, Meritt ave, Mars way, Sunnyside ave, Esther ave, Mary st, Horning ave, Newburn way, Sanderson ave, Claus ave, Edom way, Florence way, Dickson way, Esther way ","Borough Line, Twp Line, Twp Line, Twp Line, Borough Line, German United Evangelical Protestant Cemetery, St. Wendelin's Cemetery, Borough Line,"
16v06p26,"Baldwin, Overbrook, Carrick",Plate 26,1916,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Baldwin (Township),,Allegheny County (Pa.),Pittsburgh,Overbrook,Allegheny County (Pa.),Pittsburgh,Carrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harvard st, Oakleigh way, Carlisle way, Maine st, Moana way, Herman way, Yale ave, Lyman way, Antenor ave, Carlisle way, Albert way, Fairhaven rd, Harding blvd, Underwood st, Tyro way, Westport ave, Dartmore ave, Olivet ave, Overbrook blvd, Walton ave, Lucina ave, Ariston ave, Sinton ave, Levano ave, Library rd, Overview st, Walna way, Lucina ave, Koltun way, Yale ave, Park blvd, Lyman way, Sinton ave, Princeton ave, Princeton ave, Harvard st, Lucton way, Dale ave, Glen way, Yale way, Park way, Maryland way, Evnor ave, Ravilla ave, Olivet way, Overbrook blvd, Walton ave, Santron ave, Freeport ave, Briggs way, Levano ave, Antenor ave, Kerbert ave, Olivet ave, Ariston ave, Spokane ave, William st, Cortina way, Pearson st, Frederick (Fairhaven) ave, Edith al, Monroe (Grandview) ave, Tate al, Franklin st, Minor al, Lincoln ave, Mina st, West al, Arron ave, Buck way, Jacobs st, Smith al, Wilson st, Frederick st, John st, John way, Monroe ave, Fairhaven ave, Morton ave, Hampden ave, Bernard ave, Campbell ave, Railroad st, Inglewood ave, Kohen st, Brookline blvd, Mercer st, Maple way, Grandview ave, Cole al, Echo way, Robertson ave, Linden st, Stoddart st, Sharp ave, Don way, Ormond ave, Maple st, Doric way, Ormond ave, Seaton ave, Eastman way, Fair Haven, Clippert way, Don way, Briggs st, Hardin way, Creedmoor ave, Breining ave, Merrick ave, Breining st, Heigle st ","Steps, Carrick Park, Pittsburgh Railways Co, (Charleroi & Washington Line) Pittsburgh Railway's Co, West Side Belt Railroad (Wabash Pittsburgh Terminal Railway Co), City Line, Saw Mill Run, Borough Line, Steps,"
16v06p27,"Baldwin, Overbrook, Castle Shannon, Whitehall",Plate 27,1916,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Baldwin (Township),,Allegheny County (Pa.),Pittsburgh,Overbrook,Allegheny County (Pa.),Castle Shannon,,Allegheny,Whitehall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Railroad st, Stoddart st, Library rd, Grandview ave, Robertson ave, McRoberts rd, Weyman rd, Brown ave, Margaret st, Highland ave, Fairhaven rd, Fairhaven rd, Home st, Home ave, Prospect ave, Fairview ave, Library rd, Glen al, Nebo way, Prospect st, Sylvan ave, Schaad st, Mill st, Commerce st, Edward st, Ridge ave, Mingo way, Fairview ave, Lotus al, Heigle st, Home ave, Library (Fairview ave) rd, Sussex ave, Cedric, Creedmore ave, McNeilly rd, Ely st, Dippen ave, Wilton way, Klein pl, Romine ave, Eldon ave, Fernwood ave, Dorchester way, Elwyn st, Valeton way, Grandview ave, Prospect ave, Highview ave, Norva st, Fifth st, Fourth st, Second st, First st, Robertson ave, Pencoe way ","Wall, Weymans Run, Twp Line, City Line, Steps, Saw Mill Run, Trestle, Bridge, Tunnel, Steps, "
16v06p28,"Baldwin, Castle Shannon, Brentwood, Bethel Park",Plate 28,1916,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Baldwin (Township),,Allegheny County (Pa.),Castle Shannon,,Allegheny County (Pa.),Brentwood,,Allegheny,Baldwin,,Allegheny County (Pa.),Bethel Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doyle rd, Lock rd, Brownsville (Southern) (ave) rd, Elizabeth (Clairton rd) ave, Golf st, Clairton rd, Elizabeth (Clairton rd) ave, Apple al, Prospect st, Quince al, Doyle rd, Linden st, Rebecca st, Shady Run rd, Caroline al, St Mary way, St Joseph way, St Ann st, Baldwin st, Pennsylvania ave, Middle ave, Clara st, Cloverleaf st, Ulrich ave, Mink rd, Cowan rd, Willock rd, Lock rd, Elizabeth st, Mary st, Spring st, Long al, Glenmore st, Meadowbrook blvd, Peach al, Dalewood st, Edgewood rd, Ravine way, Windsor rd, Whitehall ave, Oak way, Oak al, Tuxedo ave, Myrtle ave, Ridge ave, Golf st, Frank way, Villa way, Bockstoce ave, Park ave, Shady ln, Railroad st, Brownsville (Southern) (ave) rd, Mabel st, Pine st, Esplanade ave, Laurel st, Baptist rd, Side st, Short st, Norwin st, Linden ave, Myrtle st, Locust st, Walnut st, Spruce st, Frederick ave, Pine st, Laurel st, Thompson ave, Fountain st, Grant st, Irene st, Art st ","Linden Grove Park, Park, Lick Run, Reservoir, Borough Line, Twp Line, West Side Belt Railroad (Wabash Pittsburgh Terminal Railway Co), West Side Belt Railroad (Wabash Pittsburgh Terminal Railway Co), Pittsburgh Railways Co, Saw Mill Run, Cemetery, Sewage Disposal Beds,"
16v06p29,"Baldwin, Brentwood, Whitehall",Plate 29,1916,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Baldwin (Township),,Allegheny County (Pa.),Brentwood,,Allegheny County (Pa.),Whitehall,,Allegheny,Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Koegler way, Lawnview ave, Mento way, Theresa ave, Lanmore ave, Mira ave, Banon way, Shell way, Lora way, Brentridge ave, Heathmore st, Short st, Midas way, Hurston way, Kersey ave, Hilpert st, Ida st, Bud st, Beisner ave, Pary ave, Cherry al, Shady ave, Georgia ave, Dawson st, Locust al, Virginia ave, Municipal ave, Korb way, Kaufmann ave, Fillmore st, Outlook st, Maryland ave, Pary st, Woods way, Taylor al, Short st, Auto way, Hiland ave, Olancha ave, Stanton ave, Bellecrest ave, Grayson ave, Albert way, Jacob way, School ave, Elroy ave, Clermont way, Catskill ave, E Garden rd, Spangler way, Davis ave, Villawood ave, E Francis ave, Shady Way dr, Willett ave, Burgess st, Leafdale way, McGibony way, Circle Way ave, Millar way, Clermont ave, Oakton rd, Woodrow ave, Hillman st, Norma way, Graper st, Auburn rd, Point View rd, Greens ln, Brentwood ave, Millard, Glendale ave, Pinehurst ave, Outlook way, Pentland ave, Valley ave, Davis rd, Roxbury rd, Waverly rd, Windsor rd, Newburn way, Brownsville (Southern) (ave) rd, Elma ave, Stewart ave, Florence way, Dickson way, Willock rd, Horning ave, Frank st, Mary way, Brownsville (Southern) (ave) rd, Newburn ave, Main way, Owen ave, Clairton rd, Parker ave, View way, Fair Haven rd, Mullooly st, Spinneweber st, Margaret st, Short st, Kingsley st, Korb way, Horning way, Underwood st, Bracken ave, Lodge ave, Hughes ave, Clairton rd, Stewart ave, Burgess st, Middle ave, Harding blvd, Haven way, Benson ave, Elizabeth st, Mary st, Spring st, Willock rd, Oak al, Regan ave, Becker way, Vollmer way, Garden rd, Fallert way, Main way, Kramer ave, Fair Haven ave, Fair way, Cowan rd, Bennett ave, Karmer ave, Clairton (Valley ave) rd, Kestner ave, Rahm ave, Owen ave, Pasture way, Harby ave, Maple way, Francis ave, Lawrence ave, Orchard way ","St. George Cemetery (Serbian Orthodox), Zion Cemetery, 1st R S B Soc Cemetery, Beth Abraham Cong Cemetery, Coal Bank, Borough Line, Borough Line, Borough Line, Sharay Torah Cong Cemetery,"
16v06p30,"Baldwin, Jefferson, Snowden, Whitehall, Bethel Park",Plate 30,1916,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Baldwin (Township),,Allegheny County (Pa.),Jefferson (Township),,Allegheny County (Pa.),Snowden (Township),,Allegheny,Whitehall,,Allegheny County (Pa.),Castle Shannon,,Allegheny County (Pa.),Bethel Park,,Allegheny County (Pa.),Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall ave, Curry rd, Jarvis st, Plainview ave, Center st, Wallace al, Ridge st, Cascade al, Grove rd, Bluff st, Chance way, Cook ave, Gowan ave, Willock rd, Streets Run rd, Gardenville rd, Weyman rd, McRoberts rd, Clairton rd, Vine st, Stoffal st, Denton way, Baptist rd, Rhodes ave, Poplar ave, Short st, 2nd ave, 3rd ave, 4th ave, Center al, Orchard st, Terrace al, Veman ave, Thelma way, Stilley rd, Meadow st, Club ave, Snee rd, Option rd, Meadow st, Stoffel st, 6th ave, 5th ave, Robbins st, Wren st, Maine st, Emblem ave, Library rd, McRoberts rd, Willow ave, Doyle rd, Elm ave, Pine st, Locust st, Walnut st, Chestnut st, Vine st, Race st, Arch st, Hamilton rd, Washington ave, Gardenville rd, Grove rd, Brownsville rd, Havelock st, Brownsville rd, McAnnulty rd, Streets Run rd, Clairton rd, Snee rd, Whitehall ave, Clairton rd, Sterling st, Waverly st, Elizabeth rd ","Twp Line, Saw Mill Run, Borough Line, Borough Line, Borough Line, Tunnel, Twp Line, Streets Run, Twp Line, Linden Grove Park, West Side Belt Railroad, Twp Line, Pittsburgh Railways Co, West Side Belt Railroad, West Side Belt Railroad, Tunnel Portal, Tunnel Portal, Reservoir, Lick Run"
16v06p31,"Baldwin, Brentowwd, West Mifflin",Plate 31,1916,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Baldwin (Township),,Allegheny County (Pa.),Brentwood,,Allegheny County (Pa.),Baldwin,,Allegheny,West Mifflin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doyle rd, Meadow st, Stoffel st, Robbins st, Wallace al, Burgess st, Circle way, Elma ave, Kingsley st, Brentwood rd, Streets Run rd, Beechdale st, Willock rd, Willock st, Streets Run rd, Division st, Willett rd, Schuette rd, Lawnwood ave, Shady Way dr, Fairway dr, Villa Wood ave, McGibony way, William st, Willett rd, Brentwood rd, Frederick st, Louisa st, Six Mile Ferry rd, Cready st, Streets Run rd, Burgess st, Elizabeth st ","Twp Line, St. John the Baptist Cemetery, Scotts Run, Streets Run, Twp Line, Baltimore & Ohio Railroad (Wheeling, Pittsburgh & Baltimore Railroad), Twp Line, Borough Line, Borough Line, Twp Line, Streets Run,"
16v06p32,"Baldwin, Carrick, Hays, Arlington",Plate 32,1916,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Baldwin (Township),,Allegheny County (Pa.),Pittsburgh,Carrick,Allegheny County (Pa.),Baldwin,,Allegheny,Pittsburgh,Hays,Allegheny County (Pa.),Pittsburgh,Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Joseph st, Flora rd, Glass st, Becks Run rd, Six Mile Ferry rd, Steiner st, Mary st, Evelyn rd, Glass Run rd, May st, Center st, Walton rd, Custer ave, Agnew rd, Penn st, Cathell rd, Somerset st, Henger st, Fort st, St Clair ave, Henger ave, Louisa ave, Needham way, Susquehanna st, Theodora ave, Hays way, Shonberger rd, Shieck st, Devlin way, East Carson (Pittsburgh & Elizabeth Turnpike) st, Zeno ave, East Carson (Pittsburgh & Elizabeth Turnpike) st, Aladora st, Engstler st, Kurtz st, Becks Run rd, Hedge al, Earl st, Aquilla st, Banks st, Homer ave, Penn ave, Ormsby ave, Meyer st, Maud st ","Harbor Line, St. Peter's Roman Catholic Cemetery, Pittsburgh, Virginia & Charleston Railway (Monongahela Div Pennsylvania Railroad), Pittsburgh, McKeesport & Youghiogheny Railroad (New York Central & Hudson River Railroad), Pittsburgh, Virginia & Charleston Railway (Monongahela Div Pennsylvania Railroad), Pittsburgh, McKeesport & Youghiogheny Railroad (New York Central & Hudson River Railroad), St. Paul's Cemetery, Twp Line,"
16v06p33,"Mount Lebanon, Dormont, Scott ",Plate 33,1916,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Mount Lebanon,,Allegheny County (Pa.),Dormont,,Allegheny County (Pa.),Scott (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iroquois blvd, Rockwood ave, Washington rd, Ordale blvd, Standish blvd, Cherokee pl, Mohawk dr, Allendale pl, Seminole dr, Gilkeson rd, Clair way, Woodhaven dr, Dixon ave, Spalding Circle, Longuevue dr, Newburn dr, Windmere ave, Earlwood ave, Jonquil ave, Royce ave, Shaffer st, Edgehill ln, Atlantic ave, Dan dr, Circle way, Poplar st, Vermont ave, Beadling rd, Roycroft ave, Mt Lebanon blvd, St Clair dr, Morrison ave, Hillcrest st, Crystal dr, Broadmoor ave, Audubon ave, Castle Shannon rd, Questend ave, Parkway dr, Lyndhurst st, Hazel ave, Osace pl, Altadena dr, Park Entrance dr, Westover ave, Pitt dr, Annawanda ave, Fruithurst ave, Lebanon dr, Inglewood dr, Avon dr, Ashland ave, Jefferson dr, Orchard dr, Hemlock st, Kenilworth ave, Mission dr, Catalpa pl, Main Entrance dr, Connecting dr, Outlook dr, Garnet way, Briarwood ave, Crescent dr, Jefferson circle, Rosemont ave, McCully st, Bower Hill rd, Maple ave, Marlin dr, Elwynn ave, Rae ave, Boyd ave, Lindenwood ave, Questend ave, Marlin Dr east, Catalpa ave, Parkside ave, Fernwood ave, Richland rd, Thornycroft ave, Scott rd, Kelton ave, Dormont ave, Janet way, Earlsmere ave, Cochran rd, Grasmere ave, Broadmoor ave, Briarwood ave, Hillsdale ave, Marlin Dr west, Annapolis ave, Mutual way, Mattern rd, Catalpa pl, Westover ave, Midway rd, Edgehill ln, Morrison ave, Midway rd, Ralston pl, Cochran rd, Memorial dr, McFarland rd, Abbot st, Beverly rd, Pauline ave, Meadowcroft ave, Colonial dr, Overlook ave, Arden rd, Parker dr ","Park, Sewage Disposal Beds, "
16v06re2,"Pittsburgh Vol. 6, Hopkins Co.",Revisions No. 2 to Plan Index & Street Index,1916,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,
16v06sti,"Revisions No. 1 to Plan Index, Street Index",,1916,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Monongahela
17v0723a,Green Tree,"Plate 23, subplan 1-4",1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Green Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington ave, Patterson rd, Elmhurst rd, Greenridge ln, Baldwin rd, Churchill rd, Ringgold ave, Poplar st, Center ave, Hillcrest ave, School st, Noblestown rd, McKenna ave ",
17v0728a,"Scott, Mount Leabanon","Plate 28, subplan 1-3",1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Scott (Township),,Allegheny County (Pa.),Mount Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"County rd, Neulon ave, Parker dr, High st, Church st, Lea st, Cochran rd, Edgehill ln, Morrison ave, Parker dr, Washington Pike, Kerr rd, Morrison ave, Cochran rd, Edgehill ln, Midway rd, Midway rd, Washington Turnpike ","Chartiers Creek, Bridge, "
17v07ind,"South Side, Southern Vicinity, West Half",Index Map,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,
17v07p01,Mount Washington,Plate 1,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Mount Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ebbs way, Millingars way, Sycamore st, Vinecliff st, Union way, Wyoming st, Smithfield st, Jennie st, Neff st, Greenbush st, Prospect st, Shiloh st, Carson st W, Havelock way, Carson st E, Southern ave, Belonda st, Cuthbert st, Fetzer st, Ulysses st, Lowen st, Bertha st, Virginia ave, Merrimac st, Kearsage st, Thorpe way, Guerdon way, Gaskel st, Grandview ave, Maple ter, Star way, Woodruff ave, Grace st ","Wall, Ream Playground, Monongahela Inclines - Freight, Monongahela Inclines - Passenger, Pittsburgh, Cincinnati, Chicago & St. Louis Railway, Center Line of Wabash Pitt Term Railway Co Tunnel, Wall, Center Line of Tunnel, Steps, Portal Railroad Coal Tunnel, Steps, Wall, Ward Line,"
17v07p02,"Mount Washington; Pittsburgh, Vol. 7",Plate 2,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Mount Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Natchez st, Kuhn st, Kramer way, Larkfield way, Ruth st, Smith way, Walden st, Mason st, Cowan way, Halpin way, Leipsic way, Enola way, Flag way, Dilworth way, Norton way, Albert st, Westwood st, Meyers (proposed) st, Kohlmeyers ln, Hankla way, Gayton way, Whitworth st, Burson way, Dewitt st, Dill way, Spargrove st, Norton st, Ottowa st, Tuscola st, Bangor st, Cairo st, Siam way, Sandwich st, Sandwich way, Griffin st, Wilbert st, Muskego way, Grace st, Belonda st, Eutaw st, Prospect st, Cowan st, Dilworth st, Gray st, Wade st, Southern ave, Boggs ave, Greenbush st, Wyoming st, Neff st, Ennis st, Lowen st, William st ","Portal of Coal Railroad Tunnel, Center Line of Tunnel, Center Line of Abandoned Coal Railroad, Cuthbertson Playground, Wall,"
17v07p03,"Mount Washingotn, Duquesne Heights",Plate 3,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Mount Washington,Allegheny County (Pa.),Pittsburgh,Duquesne Heights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Augusta st, Virginia ave, Hallock st, Star way, Fetterman way, Sycamore way, Plyer way, Lupton st, Halfway way, Bigham st, Basil way, Wyola st, Merrimac st, Pawnee st, Sioux way, Cohasset st, Ponka way, Pomona way, Plymouth way, Rohm way, Piado way, Olympia st, Sewer way, La Belle st, Amabell st, Vaux way, Grandview ave, Piermont st, Rutledge st, Well st, Sweetbriar st, Sycamore st, Plymouth st, Oneida st, Meridan st, Red Oak way ","Wall, Steps, Holliday Park, "
17v07p04,"Duquesne Heights, West End, Mount Washington",Plate 4,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Duquesne Heights,Allegheny County (Pa.),Pittsburgh,West End,Allegheny County (Pa.),Pittsburgh,Mount Washinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis st, Dilworth st, Amabell st, Bigham st, Mason st, Wilbert st, Dill way, Norton st, Ennis st, Rubicon st, Merrimac st, Grace st, Meta st, Olympia st, Adderly st, Pollock way, Labelle st, Wildflower st, Omaha st, Leaton way, Woodruff st, Wilmerding st, Alta way, Lime st, Vale st, Altemus way, Alta st, Fetterman way, Octave way, Orlena way, Shannopin st, Woodstock st, Banksville ave, Meridan st, Wabash st, Hallock st, Woodville ave, Shaler st, Augusta st, Halfway way, Wyola st, Virginia ave, Lupton st, Sweetbriar st, Plymouth st, Oneida st, McKnight st ","Olympia Park, Little Saw Mill Run, Centre Line of Tunnel, Banksville Br, Saw Mill Run, West Side Belt Railroad (Wabash Pittsburgh Terminal Railway), Steps, Steps, Saw Mill Run, Steps, Steps, City Line, Tunnel Portal, Wall, Wall, Steps, Wabash - Pittsburgh Terminal Railway,"
17v07p05,"Duquesne Heights, West End",Plate 5,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Duquesne Heights,Allegheny County (Pa.),Pittsburgh,West End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilmar st, Clarence st, Crooked way, Halfway way, Augusta st, Orlena way, Shannopin st, Shaler st, Seward st, Fingal st, Well st, Skid way, Edith st, Reese st, Bradley st, Lizardi way, Vaughan st, Florel way, Horner st, Plank way, Main st S, Steuben st, Balfour st, Alaric st, Wyola st, Grandview ave, Greenleaf st, Independence st, Wabash st, Alexander st, Mill st, Violet way, Elliot st, Talbot st, Carson st, Republic st, Rutledge st ","Wall, Trestle, Wabash Pittsburgh Terminal Railway, Pittsburgh, Cincinnati, Chicago & St. Louis Railway (Pennsylvania Railroad), Pittsburgh & Lake Erie Railroad (New York Central & Hudson River Railroad), Wall, Wall, Harbor Line, Wall, Wall, Steps, Steps, Steps, Steps, West Side Belt Railroad, Saw Mill Run, Ohio River"
17v07p06,"South Shore, Mount Washington, Beechview",Plate 6,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,South Shore,Allegheny County (Pa.),Pittsburgh,Mount Washinton,Allegheny County (Pa.),Pittsburgh,Duquesne Heights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olympia st, Shiloh st, Maple ter, Bertha st, Ulysses st, Merrimac st, Amabell st, Wyoming st, La Belle st, Greenleaf st, Bigham st, Union way, Vinecliff st, Hallock st, Independence st, Plymouth st, Shaler st, Augusta st, Sweetbriar st, Plymouth way, Cohasset st, Kearsarge st, S Main st, Main st S, Grandview ave, Sycamore st, Smithfield st, Carson st E, Carson st W, Meridan st, Oneida st ","Point Bridge Yards, Wall, Pittsburgh, Cincinnati, Chicago & St. Louis Railway (Pennsylvania Railroad), Iron Trestle, Saw Mill Run, Incline, Wall, Pittsburgh, Cincinnati, Chicago & St. Louis Railway (P Railroad), Wall, Wall, Walk, Wall, Duquesne Incline Plane Co, Wabash Pittsburgh Terminal Railway, Monongahela Inc"
17v07p07,"Lower Saint Clair, Mount Washington, Beechview",Plate 7,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Lower Saint Clair (Township),,Allegheny County (Pa.),Pittsburgh,Mount Washinton,Allegheny County (Pa.),Pittsburgh,Beechview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paul st, Jeannette st, Weinman st, Penelope st, Chess st, Hibbs st, Simms st, Spahrgrove st, Soffel st, Watkins ln, Peck way, Ravine st, Vale st, Gill way, Warrington ave, Misinger st, Curtis way, Carson way, Park way, Arion st, Pampa way, Milligan st, Milligan way, Ihmsen st, Pfeil st, Curtis st, Meyer st, Wills st, Grace st, Lelia st, Jasper st, Crane ave, Adderly st, Ennis st, Ottowa st, Southern ave, Boggs ave, Griffin st, Vale st ","Steps, Charleroi & Washington Line, Steps, Steps, Steps, West Side Belt Railroad (Wabash Pittsburgh Terminal Railway), Tunnel Portal, Wall, Wall, Wall, Saw Mill Run, City Line, Quarry,"
17v07p08,Beechview,Plate 8,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Beechview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warrington ave, Kenberma (10th) ave, Brookside ave, Carnation ave, Princess (15th) ave, Westfield (13th) st, Cape May ave, Princess ave, Hampshire ave, Crimson ave, Bayonne ave, South way, Boggs ave, Sebring ave, Bout ave, Lettie Hill (16th) st, Spencer way, Bloom ave, Manokin st, Waltham st, Little st, Platt ave, Quay st, Dawn ave, Brosius way, Hargrove st, Racock st, Charm ave, W Liberty ave, Peerless ave, Crane ave, Andick way, Tionesta ave, Suburban ave, Dagmar (9th) ave, Alton (11th) ave, Rockland (12th) ave, Orangewood (14th) ave, Traymore ave, Fallowfield (8th) ave ","Steps, Iron Viaduct, Steps, West Side Belt Railroad (Wabash Pittsburgh Terminal Railway), Saw Mill Run, Public Playgrounds,"
17v07p09,"Union, Beechview, Banksville",Plate 9,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Union (Township),,Allegheny County (Pa.),Pittsburgh,Beechview,Allegheny County (Pa.),Pittsburgh,Banksville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutherford (5th) ave, Bulford ave, Union ave, Banksville ave, Coal st, Union al, John st, Belasco (4th) ave, Beechview (7th) ave, Hill al, Alverado (3rd) ave, Fallowfield (8th) ave, Crane ave, Graymore st, Goldstrom ave, Bronson ave, Broadway, Napoleon (2nd) st, Sebring ave, Methyl (6th) st, Chapel ave, Robert st, Coast ave, Canton (1st) ave, Wentworth ave, Hampshire ave, Crane ave, Mary st, Centre st, Water al, Jones st, Bayonne ave ","Little Saw Mill Run, City Line, Sewer, Steps, Steps, West Side Belt Railroad (Banksville Br),"
